research_field,topic_words,topic_label
Computer-Aided Engineering and Design,"optimization, topology, generative, design, algorithm",Topology Optimization
Computer-Aided Engineering and Design,"manufacturing, additive, layer, printing, rapid",Additive Manufacturing Processes
Computer-Aided Engineering and Design,"product, lifecycle, management, data, system",Product Lifecycle Management
Computer-Aided Engineering and Design,"virtual, reality, ar, visualization, interaction",VR/AR Design Visualization
Computer-Aided Engineering and Design,"reverse, scanning, point, cloud, surface",Reverse Engineering Techniques
Electro-Mechanical Systems,"actuator, motor, conversion, power, energy",Electromechanical Energy Conversion
Electro-Mechanical Systems,"mems, microfabrication, sensor, microfluidics, biomedical",Microelectromechanical Systems (MEMS) Applications
Electro-Mechanical Systems,"control, dynamics, modeling, motion, system",Dynamic System Modeling and Control
Electro-Mechanical Systems,"stator, rotor, winding, magnetic, flux",Electric Machine Design
Electro-Mechanical Systems,"drive, speed, frequency, variable, regulation",Variable Speed Drive Systems
Electro-Mechanical Systems,"impedance, inductance, capacitance, circuit, resistance",Electromechanical Circuit Analysis
Electro-Mechanical Systems,"intelligent, learning, optimization, data, identification",Intelligent Control Systems
Energy Systems,"solar, photovoltaic, conversion, cell, efficiency",Solar Photovoltaic Energy Conversion
Energy Systems,"battery, storage, electrochemical, capacity, density",Electrochemical Energy Storage Systems
Energy Systems,"grid, smart, optimization, control, reliability",Smart Grid Optimization
Energy Systems,"transition, decarbonization, policy, sustainability, modeling",Energy Transition Modeling & Policy
Energy Systems,"hydrogen, fuel, production, electrolyzer, storage",Hydrogen Fuel Systems
Energy Systems,"wind, turbine, offshore, aerodynamic, power",Wind Energy Systems
Energy Systems,"carbon, capture, sequestration, storage, decoupling",Carbon Capture and Storage
Manufacturing,"automation, robotics, assembly, sensors, integration",Robotic Automation Systems
Manufacturing,"additive, printing, layering, prototyping, materials",Advanced Additive Manufacturing
Manufacturing,"supply, chain, logistics, optimization, forecasting",Supply Chain Management
Manufacturing,"lean, waste, value, six, sigma",Lean Manufacturing Methods
Manufacturing,"quality, control, inspection, testing, standards",Quality Assurance & Control
Manufacturing,"cnc, machining, milling, tooling, subtractive",Precision Machining Processes
Manufacturing,"data, analytics, predictive, maintenance, cyberphysical",Smart Factory and Analytics
Tribology,"resistance, motion, kinetic, static, coefficient",Friction and Resistance to Motion
Tribology,"material, loss, abrasive, adhesive, fatigue",Mechanisms and Types of Wear
Tribology,"fluid, viscosity, boundary, hydrodynamic, elastohydrodynamic",Theory and Regimes of Lubrication
Tribology,"microscale, nanoscale, atomic, surfaces, scanning",Nanotribology and Surface Science
Tribology,"roughness, texture, asperity, contact, profilometry",Surface Roughness and Topography
Tribology,"hertzian, stress, strain, pressure, deformation",Contact Mechanics and Deformation
Tribology,"coating, additive, grease, solid, oil",Lubricants and Protective Coatings
Other Mechanical Engineering,"additive, manufacturing, printing, layer, materials",Additive Manufacturing & 3D Printing
Other Mechanical Engineering,"mechatronics, robotics, automation, control, systems",Mechatronics and Robotics Systems
Other Mechanical Engineering,"biomechanics, biomedical, tissue, movement, implants",Biomechanics and Biosystems
Other Mechanical Engineering,"nanotechnology, materials, composites, smart, graphene",Advanced Materials and Nanotechnology
Other Mechanical Engineering,"hvac, thermal, systems, efficiency, heat",Thermal Systems and HVAC Design
Other Mechanical Engineering,"vehicle, transportation, automotive, mobility, electric",Automotive and Transportation Systems
Other Mechanical Engineering,"finite, element, analysis, simulation, stress",Computational Mechanics Simulation
Explosives Engineering,"detonation, velocity, pressure, wave, reaction",Detonation Physics and Modeling
Explosives Engineering,"initiation, sensitivity, shock, thermal, safety",Explosive Initiation and Sensitivity
Explosives Engineering,"mining, blasting, rock, fragmentation, damage",Blasting in Mining Operations
Explosives Engineering,"energetic, compound, synthesis, formulation, performance",
Explosives Engineering,"impact, mitigation, structural, protection, blast",Blast Effects and Mitigation
Explosives Engineering,"modeling, simulation, hydrocode, equation, state",Explosive Computational Modeling
Explosives Engineering,"propellant, combustion, rocket, motor, burning",Propellant and Combustion Dynamics
Ergonomics,"posture, workstation, chair, desk, computer",Office Ergonomics and Posture
Ergonomics,"lifting, force, manual, handling, load",Manual Material Handling
Ergonomics,"anthropometry, dimensions, measurement, body, design",Anthropometric Data Application
Ergonomics,"stress, workload, mental, decision-making, reliability",Cognitive Ergonomics
Ergonomics,"msds, injuries, carpal, risk, prevention",Musculoskeletal Disorder Prevention
Ergonomics,"environment, temperature, light, noise, vibration",Physical Environment Factors
Ergonomics,"tools, interface, design, human-computer, interaction",Human-System Interaction Design
Industrial,"production, process, optimization, efficiency, technology",Industrial Production Optimization
Industrial,"robotics, automation, manufacturing, systems, control",Robotics and Manufacturing Automation
Industrial,"supply, chain, management, logistics, resilience",Supply Chain Management
Industrial,"design, product, engineering, ergonomics, interfaces",Industrial Product Design
Industrial,"sustainability, ecology, environment, assessment, development",Industrial Sustainability and Ecology
Industrial,"quality, assurance, regulation, safety, practice",Quality Assurance and Regulation
Industrial,"innovation, research, management, business, enterprise",Industrial Innovation Management
Operational,"linear, non-linear, integer, optimization, constraints",Mathematical Programming Optimization
Operational,"inventory, supply, chain, management, logistics",Supply Chain and Logistics
Operational,"stochastic, waiting, queue, systems, service",Queuing and Stochastic Systems
Operational,"monte, carlo, discrete, event, modeling",Simulation Modeling Techniques
Operational,"decision, analysis, risk, modeling, uncertainty",Decision Analysis and Risk
Operational,"network, flow, routing, graph, transportation",Network Optimization and Flow
Operational,"production, scheduling, planning, capacity, management",Production Planning and Scheduling
Systems Engineering,"lifecycle, stages, development, acquisition, operation",System Lifecycle Management
Systems Engineering,"requirements, validation, verification, traceability, analysis",Requirements Engineering
Systems Engineering,"architecture, design, model-based, optimization, interfaces",System Architecture Design
Systems Engineering,"risk, safety, reliability, analysis, assessment",System Risk and Reliability
Systems Engineering,"integration, testing, subsystems, performance, deployment",System Integration and Test
Systems Engineering,"complexity, interdisciplinary, holistic, socio-technical, view",Managing System Complexity
Systems Engineering,"control, feedback, dynamics, stability, guidance",Control and Dynamics
Other Operations,"inventory, stock, control, safety, reorder",Inventory Control Strategies
Other Operations,"queuing, waiting, line, servers, arrival",Queuing Theory Analysis
Other Operations,"scheduling, tasks, assignment, resources, optimization",Resource Allocation & Scheduling
Other Operations,"forecasting, demand, time-series, prediction, models",Operations Demand Forecasting
Other Operations,"process, improvement, lean, six-sigma, efficiency",Process Improvement Methodologies
Other Operations,"risk, management, supply, chain, disruption",Supply Chain Risk
Other Operations,"quality, assurance, control, monitoring, defects",Operational Quality Control
Agricultural Education,"vocational, career, development, pathways, cde",Career and Technical Education in Agriculture
Agricultural Education,"leadership, ffa, youth, skills, organization",Youth Leadership Development
Agricultural Education,"curriculum, instructional, design, methods, delivery",Agricultural Curriculum and Instruction
Agricultural Education,"teacher, preparation, recruitment, retention, professional",Agricultural Teacher Education
Agricultural Education,"extension, outreach, community, informal, learning",Agricultural Extension Education
Agricultural Education,"experiential, sae, hands-on, learning, application",Supervised Agricultural Experiences (SAE)
Agricultural Education,"sustainability, environmental, literacy, practices, ecology",Sustainable Agriculture Education
Apiculture,"colony, collapse, disorder, health, managed",Colony Collapse Disorder Dynamics
Apiculture,"varroa, mite, destructor, control, resistance",Mite Pest Management
Apiculture,"honey, pollen, propolis, royal, wax",Bee Products and Characteristics
Apiculture,"queen, breeding, health, colony, brood",Queen and Colony Health
Apiculture,"pollinator, diversity, management, ecology, conservation",Pollinator Diversity and Ecology
Apiculture,"disease, pathology, diagnosis, virus, treatment",Honeybee Disease Management
Apiculture,"hive, management, beekeeping, practices, apiary",Practical Beekeeping Management
Biosecurity,"pathogen, release, containment, risk, mitigation",Pathogen Containment and Risk
Biosecurity,"dual-use, research, concern, governance, oversight",Dual-Use Research Governance
Biosecurity,"laboratory, security, access, personnel, inventory",Laboratory Security and Access
Biosecurity,"biological, threat, detection, response, preparedness",Bioterrorism Threat Response
Biosecurity,"synthetic, biology, screening, dna, procurement",Synthetic Biology Screening
Biosecurity,"international, regulation, treaties, verification, proliferation",International Biosecurity Regulation
Biosecurity,"zoonotic, disease, surveillance, animal, human",Zoonotic Disease Surveillance
Viticulture and Oenology,"grapevine, pruning, canopy, irrigation, yield",Vineyard Management Practices
Viticulture and Oenology,"fermentation, yeast, temperature, sugar, alcohol",Wine Fermentation Control
Viticulture and Oenology,"terroir, climate, soil, microclimate, varietal",Influence of Terroir
Viticulture and Oenology,"phenolic, tannin, anthocyanin, color, extraction",Phenolic Compounds and Extraction
Viticulture and Oenology,"vitis, disease, pest, pathogen, management",Grapevine Pest and Disease
